457553650,Moshe,Cohen,M,2002-08-25,"36 Ben Gurion St, Eilat",503229597,N,None
170140414,Noa,Levi,F,1995-01-27,"17 Ben Gurion St, Tel Aviv",557750415,N,Oxygen Tank
364653026,Yosef,Mizrahi,M,2001-01-12,"41 Dizengoff St, Haifa",554437141,N,Oxygen Tank
267348942,David,Mizrahi,M,1983-08-22,"26 Dizengoff St, Haifa",532889298,N,Oxygen Tank
163350630,Rachel,Gabay,F,1953-03-14,"69 Dizengoff St, Eilat",538028034,N,Guide Dog
582969573,Noa,Ohayon,F,2010-06-18,"64 Jabotinsky St, Tel Aviv",569807307,N,Guide Dog
976166486,David,Shalom,M,1969-03-27,"19 Herzl St, Beersheba",554523782,N,None
999168068,Yosef,Ohayon,M,1995-09-05,"13 Jabotinsky St, Tel Aviv",558572250,N,Oxygen Tank
914894458,Yosef,Cohen,M,1950-11-18,"46 Herzl St, Eilat",575303193,Y,Wheelchair
249140620,Esther,Shalom,F,1968-01-28,"46 Jabotinsky St, Haifa",522494083,Y,Wheelchair
341446195,Yaakov,Mizrahi,M,1980-01-26,"40 Herzl St, Tel Aviv",537606664,N,Oxygen Tank
184019783,David,Azoulay,M,1999-05-04,"8 Dizengoff St, Haifa",511444550,N,None
843075942,Noa,Shalom,F,1975-09-08,"4 Dizengoff St, Jerusalem",531666160,Y,Wheelchair
851341222,David,Gabay,M,1967-07-09,"21 Jabotinsky St, Tel Aviv",545244191,N,None
460087435,Leah,Cohen,F,2006-01-07,"96 Ben Gurion St, Jerusalem",534928395,N,None
763371666,Amit,Ohayon,F,1972-05-14,"42 Jabotinsky St, Tel Aviv",533966992,Y,Wheelchair
506237409,Rachel,Peretz,F,1955-12-20,"65 Dizengoff St, Eilat",539112918,Y,Wheelchair
188709072,Miriam,Biton,F,1965-03-02,"79 Dizengoff St, Tel Aviv",583018185,N,Oxygen Tank
292536682,Miriam,Gabay,F,1960-02-07,"58 Ben Gurion St, Tel Aviv",566935474,Y,Wheelchair
910273798,Amit,Mizrahi,F,1958-09-19,"78 Jabotinsky St, Beersheba",557547582,N,Guide Dog
247145715,David,Cohen,M,1951-05-09,"44 Jabotinsky St, Jerusalem",501249922,N,Guide Dog
895576008,Miriam,Azoulay,F,1984-01-08,"75 Ben Gurion St, Haifa",593625488,Y,Wheelchair
752098694,Yosef,Azoulay,M,1967-09-05,"17 Jabotinsky St, Beersheba",502500380,N,Oxygen Tank
340100295,Leah,Shalom,F,1966-11-11,"30 Ben Gurion St, Beersheba",541470870,N,Oxygen Tank
191561261,Leah,Ohayon,F,2007-06-12,"27 Ben Gurion St, Tel Aviv",594884244,N,None
227095527,Amit,Biton,F,1973-01-01,"80 Jabotinsky St, Beersheba",579000298,N,None
174306440,Miriam,Shalom,F,1994-01-27,"87 Dizengoff St, Eilat",591718960,Y,Wheelchair
518986031,Yaakov,Peretz,M,2000-06-23,"62 Ben Gurion St, Beersheba",523839572,N,Oxygen Tank
993112782,David,Peretz,M,1952-04-12,"12 Dizengoff St, Jerusalem",523239226,N,None
473412170,Moshe,Peretz,M,1980-01-08,"39 Dizengoff St, Haifa",514768739,N,Oxygen Tank
860088812,Miriam,Harari,F,1951-10-09,"53 Dizengoff St, Haifa",579307872,N,Oxygen Tank
814384608,Noa,Biton,F,1977-05-14,"66 Ben Gurion St, Eilat",517783188,N,Oxygen Tank
991310845,Yaakov,Levi,M,1993-10-26,"43 Dizengoff St, Beersheba",517025245,N,Oxygen Tank
680566675,Leah,Biton,F,1980-09-13,"88 Ben Gurion St, Beersheba",552444464,N,Oxygen Tank
916090435,Yosef,Harari,M,1978-09-13,"29 Dizengoff St, Jerusalem",565812775,N,Oxygen Tank
871784867,Moshe,Ohayon,M,1981-08-22,"60 Dizengoff St, Tel Aviv",546382106,N,Oxygen Tank
533476073,Esther,Gabay,F,1985-01-23,"63 Jabotinsky St, Eilat",589837417,N,Oxygen Tank
728873342,Rachel,Ohayon,F,1959-03-10,"41 Herzl St, Eilat",586130684,N,Guide Dog
918984720,Miriam,Ohayon,F,1993-10-15,"43 Ben Gurion St, Haifa",561951185,N,Guide Dog
544949169,Esther,Peretz,F,1952-08-05,"33 Dizengoff St, Beersheba",547223994,N,None
582442635,Noa,Peretz,F,1977-03-21,"41 Jabotinsky St, Jerusalem",543083050,N,None
632577955,Miriam,Cohen,F,1996-08-08,"18 Herzl St, Beersheba",513270874,Y,Wheelchair
733454157,Amit,Azoulay,F,1965-09-26,"62 Herzl St, Haifa",504507098,N,None
206768692,Yaakov,Harari,M,1959-09-14,"68 Herzl St, Jerusalem",555953227,N,None
771372820,Moshe,Levi,M,1958-06-09,"44 Dizengoff St, Beersheba",548872143,N,None
679248949,Moshe,Azoulay,M,1989-01-06,"62 Ben Gurion St, Beersheba",516609757,N,None
928091898,Yaakov,Azoulay,M,1985-02-23,"99 Dizengoff St, Jerusalem",551155553,N,None
796091497,Yosef,Peretz,M,1987-03-02,"53 Jabotinsky St, Eilat",562677349,N,Guide Dog
758038866,Yaakov,Ohayon,M,1974-12-11,"64 Jabotinsky St, Tel Aviv",591547994,N,Oxygen Tank
855032071,Esther,Mizrahi,F,1974-05-14,"54 Dizengoff St, Haifa",579173773,N,None
408340579,David,Levi,M,2005-05-22,"99 Dizengoff St, Beersheba",522364579,N,None
946254016,Moshe,Biton,M,1961-11-07,"2 Herzl St, Tel Aviv",532946258,Y,Wheelchair
744340871,Esther,Biton,F,1980-08-19,"14 Jabotinsky St, Jerusalem",567150446,Y,Wheelchair
805185005,Rachel,Levi,F,1994-08-23,"24 Dizengoff St, Beersheba",528637804,N,None
151948041,Amit,Levi,F,1979-04-14,"3 Jabotinsky St, Jerusalem",599269626,N,None
568658593,Yaakov,Shalom,M,2006-04-15,"82 Ben Gurion St, Beersheba",561366640,Y,Wheelchair
704835566,Yaakov,Biton,M,1968-06-19,"67 Herzl St, Eilat",528308208,N,Oxygen Tank
757315687,Rachel,Biton,F,1963-04-13,"23 Dizengoff St, Eilat",567555195,N,None
290221251,Rachel,Shalom,F,1958-06-09,"76 Herzl St, Beersheba",586519082,N,None
813482571,Miriam,Mizrahi,F,1999-08-15,"46 Jabotinsky St, Eilat",508398891,N,Guide Dog
458111142,Noa,Mizrahi,F,2002-05-19,"2 Ben Gurion St, Jerusalem",512260302,N,None
256086565,Moshe,Harari,M,1954-09-10,"8 Jabotinsky St, Haifa",539565088,N,None
915928506,Noa,Gabay,F,1972-04-25,"56 Ben Gurion St, Haifa",563419141,Y,Wheelchair
603632562,Rachel,Harari,F,2002-05-18,"40 Herzl St, Jerusalem",596804877,N,None
367688443,Leah,Azoulay,F,1988-02-04,"94 Jabotinsky St, Tel Aviv",579816683,N,None
894956091,Leah,Harari,F,1997-06-10,"67 Ben Gurion St, Tel Aviv",516040080,N,None
981257093,Miriam,Levi,F,1965-01-21,"20 Dizengoff St, Jerusalem",573819097,N,None
156769696,Rachel,Mizrahi,F,1990-11-02,"72 Jabotinsky St, Jerusalem",525630595,Y,Wheelchair
974269487,Yosef,Shalom,M,2002-11-17,"51 Dizengoff St, Eilat",584517953,N,None
209732140,Rachel,Cohen,F,1985-04-04,"86 Herzl St, Haifa",565073136,N,None
287218285,Yosef,Gabay,M,1985-10-15,"91 Dizengoff St, Haifa",551595636,N,None
530709488,Yosef,Levi,M,2001-06-15,"11 Jabotinsky St, Eilat",508163112,N,Guide Dog
725872450,Moshe,Gabay,M,2000-10-08,"45 Herzl St, Jerusalem",503377418,Y,Wheelchair
400850159,Yaakov,Cohen,M,2004-04-09,"19 Dizengoff St, Haifa",523466342,N,Oxygen Tank
120855999,Esther,Azoulay,F,1962-01-01,"84 Jabotinsky St, Jerusalem",514622624,N,Oxygen Tank
741059892,Yosef,Biton,M,1999-10-17,"67 Herzl St, Eilat",578034834,N,Guide Dog
221606473,Leah,Levi,F,2003-09-13,"33 Ben Gurion St, Beersheba",598074084,N,None
110151501,Amit,Shalom,F,1987-01-22,"83 Jabotinsky St, Tel Aviv",572581823,Y,Wheelchair
297461390,Esther,Ohayon,F,1978-06-19,"30 Herzl St, Jerusalem",554589701,N,None
906327198,Noa,Azoulay,F,2005-09-09,"13 Herzl St, Haifa",511678570,Y,Wheelchair
653318684,Rachel,Azoulay,F,1967-08-20,"85 Dizengoff St, Eilat",522007890,Y,Wheelchair
452938441,Amit,Peretz,F,1998-07-12,"9 Jabotinsky St, Beersheba",518055483,Y,Wheelchair
285594371,Amit,Gabay,F,1962-07-27,"92 Jabotinsky St, Eilat",533855365,Y,Wheelchair
431782073,David,Harari,M,1997-02-25,"26 Dizengoff St, Jerusalem",588853402,N,None
467713954,Miriam,Peretz,F,1980-08-23,"42 Ben Gurion St, Jerusalem",506058012,N,Guide Dog
894548767,Amit,Cohen,F,1993-09-15,"66 Jabotinsky St, Tel Aviv",548937332,N,None
382178937,Leah,Gabay,F,1965-10-06,"44 Herzl St, Beersheba",535179833,N,None
322317846,David,Biton,M,1959-10-04,"92 Ben Gurion St, Jerusalem",507244859,N,None
275062263,David,Ohayon,M,1971-09-21,"15 Herzl St, Haifa",538941506,N,Oxygen Tank
665010330,Esther,Levi,F,2010-07-24,"84 Jabotinsky St, Haifa",566086346,N,None
811725293,Esther,Cohen,F,1989-05-22,"95 Herzl St, Haifa",554761947,Y,Wheelchair
753729185,Yaakov,Gabay,M,2000-02-16,"94 Herzl St, Beersheba",565237593,N,Oxygen Tank
782770105,Moshe,Mizrahi,M,1985-08-26,"30 Ben Gurion St, Haifa",513073000,N,Guide Dog
358393463,Esther,Harari,F,1980-06-24,"60 Jabotinsky St, Eilat",556096985,N,Guide Dog
949677625,Amit,Harari,F,1951-11-11,"98 Jabotinsky St, Tel Aviv",547160525,N,Guide Dog
131666625,Leah,Peretz,F,1988-04-14,"43 Ben Gurion St, Eilat",591121923,N,Guide Dog
542297151,Moshe,Shalom,M,1970-04-05,"47 Dizengoff St, Jerusalem",533519023,N,Guide Dog
150349157,Noa,Cohen,F,1993-07-11,"43 Dizengoff St, Eilat",512267036,N,Oxygen Tank
916939137,Leah,Mizrahi,F,1989-01-20,"7 Jabotinsky St, Eilat",591921733,N,Oxygen Tank
352506228,Noa,Harari,F,1960-12-10,"17 Jabotinsky St, Eilat",546806313,N,None
512030298,Moshe,Cohen,M,1954-07-19,"25 Dizengoff St, Beersheba",517685465,N,None
947243926,Noa,Levi,F,2000-06-08,"44 Jabotinsky St, Jerusalem",565572286,Y,Wheelchair
154227972,Yosef,Mizrahi,M,1996-06-17,"55 Dizengoff St, Beersheba",535989906,N,Oxygen Tank
223971678,David,Mizrahi,M,1996-09-20,"39 Herzl St, Jerusalem",524649458,N,None
590818651,Rachel,Gabay,F,2008-12-18,"92 Herzl St, Beersheba",576018796,N,Oxygen Tank
536709776,Noa,Ohayon,F,1998-08-16,"44 Dizengoff St, Beersheba",534676620,Y,Wheelchair
178288655,David,Shalom,M,1955-05-26,"26 Dizengoff St, Haifa",551838051,Y,Wheelchair
299229343,Yosef,Ohayon,M,1975-11-07,"91 Herzl St, Eilat",517671115,N,Guide Dog
590652532,Yosef,Cohen,M,1977-10-09,"89 Herzl St, Jerusalem",516484667,Y,Wheelchair
343278287,Esther,Shalom,F,1953-08-17,"37 Herzl St, Tel Aviv",532200068,Y,Wheelchair
926419142,Yaakov,Mizrahi,M,2010-11-10,"28 Ben Gurion St, Tel Aviv",592247670,N,None
139889274,David,Azoulay,M,1986-10-24,"71 Jabotinsky St, Beersheba",511506001,Y,Wheelchair
641087529,Noa,Shalom,F,2006-07-12,"26 Herzl St, Tel Aviv",597338598,N,Guide Dog
320907039,David,Gabay,M,1988-06-10,"52 Herzl St, Haifa",573762216,N,Oxygen Tank
737208814,Leah,Cohen,F,1993-11-12,"36 Herzl St, Beersheba",561552769,N,None
463548843,Amit,Ohayon,F,1999-03-26,"89 Dizengoff St, Eilat",597298868,N,None
283767201,Rachel,Peretz,F,1965-04-14,"39 Herzl St, Jerusalem",561043819,N,Oxygen Tank
122403164,Miriam,Biton,F,1975-10-07,"79 Jabotinsky St, Haifa",559488577,N,Oxygen Tank
829589264,Miriam,Gabay,F,1967-09-27,"50 Jabotinsky St, Eilat",569969307,Y,Wheelchair
959505198,Amit,Mizrahi,F,1971-01-04,"85 Dizengoff St, Beersheba",573280636,N,None
741606378,David,Cohen,M,1951-03-20,"10 Ben Gurion St, Eilat",593272487,Y,Wheelchair
163977003,Miriam,Azoulay,F,1981-02-03,"84 Ben Gurion St, Tel Aviv",502704862,Y,Wheelchair
242098030,Yosef,Azoulay,M,1952-04-25,"87 Jabotinsky St, Tel Aviv",532336976,N,None
890970312,Leah,Shalom,F,1979-06-01,"71 Herzl St, Tel Aviv",525526013,N,None
101565191,Leah,Ohayon,F,2007-07-01,"24 Dizengoff St, Eilat",596595588,N,Oxygen Tank
277537826,Amit,Biton,F,2004-04-12,"88 Herzl St, Eilat",517695325,Y,Wheelchair
208136962,Miriam,Shalom,F,1983-05-09,"2 Jabotinsky St, Tel Aviv",567425761,N,Oxygen Tank
537493895,Yaakov,Peretz,M,1973-08-14,"33 Dizengoff St, Eilat",529960207,N,Oxygen Tank
431925566,David,Peretz,M,1988-06-03,"96 Ben Gurion St, Jerusalem",531820379,N,None
319864750,Moshe,Peretz,M,2005-08-19,"76 Herzl St, Haifa",595854712,N,Guide Dog
223302984,Miriam,Harari,F,1975-03-12,"91 Jabotinsky St, Haifa",575089425,N,None
558919861,Noa,Biton,F,2007-10-18,"25 Jabotinsky St, Jerusalem",506634042,N,Guide Dog
107106212,Yaakov,Levi,M,1988-04-10,"54 Herzl St, Haifa",507698779,N,None
123928798,Leah,Biton,F,1962-09-10,"39 Dizengoff St, Jerusalem",581052254,Y,Wheelchair
862445507,Yosef,Harari,M,1985-08-08,"7 Herzl St, Eilat",583104278,N,Oxygen Tank
174043533,Moshe,Ohayon,M,2005-09-24,"9 Ben Gurion St, Eilat",534693952,Y,Wheelchair
617124389,Esther,Gabay,F,1957-02-17,"29 Jabotinsky St, Eilat",534521406,N,Guide Dog
300036531,Rachel,Ohayon,F,1960-05-11,"41 Jabotinsky St, Beersheba",552810191,N,Oxygen Tank
498056409,Miriam,Ohayon,F,2002-08-03,"28 Jabotinsky St, Tel Aviv",594444158,N,None
849864109,Esther,Peretz,F,2008-08-12,"19 Dizengoff St, Haifa",578264352,N,None
505288440,Noa,Peretz,F,1977-01-18,"42 Herzl St, Eilat",567746965,N,None
587398835,Miriam,Cohen,F,1998-10-18,"95 Jabotinsky St, Haifa",551863367,N,None
263372945,Amit,Azoulay,F,2002-06-26,"64 Herzl St, Jerusalem",517965380,N,None
350031763,Yaakov,Harari,M,1983-11-09,"41 Dizengoff St, Beersheba",561760334,N,None
222685088,Moshe,Levi,M,1952-08-18,"8 Herzl St, Eilat",553600298,N,Oxygen Tank
812170410,Moshe,Azoulay,M,2010-09-14,"27 Ben Gurion St, Tel Aviv",539706772,N,Guide Dog
614959631,Yaakov,Azoulay,M,1993-08-28,"12 Jabotinsky St, Beersheba",535172940,N,None
538839225,Yosef,Peretz,M,1963-04-07,"53 Ben Gurion St, Eilat",575370195,Y,Wheelchair
472314962,Yaakov,Ohayon,M,1952-12-28,"40 Ben Gurion St, Jerusalem",521721481,N,Guide Dog
355235662,Esther,Mizrahi,F,1973-11-18,"87 Dizengoff St, Haifa",552408208,N,Guide Dog
721698371,David,Levi,M,2010-07-26,"43 Jabotinsky St, Haifa",546845063,N,None
207067497,Moshe,Biton,M,1995-09-18,"12 Jabotinsky St, Beersheba",598554341,N,Guide Dog
284489969,Esther,Biton,F,1967-07-02,"28 Dizengoff St, Beersheba",597683049,N,None
587650033,Rachel,Levi,F,1991-03-21,"35 Ben Gurion St, Beersheba",583441410,N,Guide Dog
189791206,Amit,Levi,F,1957-04-22,"68 Ben Gurion St, Beersheba",543324829,N,Guide Dog
638913607,Yaakov,Shalom,M,1952-10-03,"84 Jabotinsky St, Haifa",559657932,N,None
632274169,Yaakov,Biton,M,1974-04-01,"99 Herzl St, Beersheba",549082856,Y,Wheelchair
300628794,Rachel,Biton,F,1990-12-01,"77 Jabotinsky St, Tel Aviv",592068291,Y,Wheelchair
739103170,Rachel,Shalom,F,1972-09-26,"73 Ben Gurion St, Jerusalem",524468655,N,None
689825727,Miriam,Mizrahi,F,1976-03-28,"48 Dizengoff St, Beersheba",531033542,Y,Wheelchair
724199106,Noa,Mizrahi,F,1990-07-10,"70 Herzl St, Tel Aviv",532956335,N,Guide Dog
662729589,Moshe,Harari,M,1953-01-08,"62 Jabotinsky St, Beersheba",501358458,Y,Wheelchair
429596723,Noa,Gabay,F,1983-07-21,"65 Herzl St, Beersheba",512863947,N,None
248993596,Rachel,Harari,F,1989-08-17,"21 Jabotinsky St, Haifa",516451681,N,None
627627838,Leah,Azoulay,F,1995-02-01,"75 Ben Gurion St, Tel Aviv",562111654,N,None
147130620,Leah,Harari,F,1965-06-26,"55 Dizengoff St, Tel Aviv",535235642,N,None
626008407,Miriam,Levi,F,1955-02-17,"40 Dizengoff St, Beersheba",577027304,N,None
276643268,Rachel,Mizrahi,F,1960-11-19,"54 Jabotinsky St, Jerusalem",535656740,Y,Wheelchair
816422554,Yosef,Shalom,M,2004-04-28,"63 Ben Gurion St, Eilat",584750819,N,None
485521617,Rachel,Cohen,F,1973-03-25,"36 Dizengoff St, Tel Aviv",532240370,Y,Wheelchair
294996591,Yosef,Gabay,M,1983-09-06,"10 Jabotinsky St, Beersheba",505026804,N,None
196728836,Yosef,Levi,M,1975-07-20,"55 Ben Gurion St, Tel Aviv",542064254,N,None
607933636,Moshe,Gabay,M,2002-04-15,"74 Jabotinsky St, Haifa",554505458,N,Guide Dog
734987957,Yaakov,Cohen,M,1969-07-16,"88 Ben Gurion St, Eilat",522974962,N,None
135745856,Esther,Azoulay,F,1960-01-10,"50 Ben Gurion St, Haifa",531399214,N,None
420061429,Yosef,Biton,M,1989-04-23,"37 Dizengoff St, Tel Aviv",561125472,Y,Wheelchair
343329332,Leah,Levi,F,1971-11-02,"82 Dizengoff St, Tel Aviv",565404028,N,None
284004279,Amit,Shalom,F,1997-11-24,"57 Jabotinsky St, Jerusalem",566518761,N,Oxygen Tank
129762178,Esther,Ohayon,F,1983-01-27,"25 Dizengoff St, Beersheba",527802310,N,None
465944468,Noa,Azoulay,F,1984-09-19,"68 Jabotinsky St, Jerusalem",528137949,Y,Wheelchair
243794689,Rachel,Azoulay,F,1970-11-05,"82 Ben Gurion St, Haifa",582667682,Y,Wheelchair
880103575,Amit,Peretz,F,1972-05-20,"97 Ben Gurion St, Jerusalem",577579330,N,None
415777602,Amit,Gabay,F,1968-08-08,"1 Dizengoff St, Tel Aviv",567458197,N,None
464558868,David,Harari,M,1982-04-18,"78 Herzl St, Haifa",506619423,N,Guide Dog
366900528,Miriam,Peretz,F,1976-07-12,"99 Ben Gurion St, Haifa",559173448,N,None
518912049,Amit,Cohen,F,1967-10-20,"77 Ben Gurion St, Haifa",513551777,N,None
730453991,Leah,Gabay,F,1988-08-17,"94 Jabotinsky St, Beersheba",573626477,N,None
189128964,David,Biton,M,1973-02-08,"42 Herzl St, Jerusalem",545529760,N,Guide Dog
916917936,David,Ohayon,M,1983-11-27,"28 Jabotinsky St, Jerusalem",504698611,N,Oxygen Tank
514134929,Esther,Levi,F,1988-01-02,"31 Jabotinsky St, Beersheba",541282297,N,Guide Dog
868919607,Esther,Cohen,F,2002-12-03,"16 Ben Gurion St, Eilat",566478411,N,None
161764941,Yaakov,Gabay,M,1960-06-17,"82 Herzl St, Tel Aviv",528498368,N,Guide Dog
173426798,Moshe,Mizrahi,M,1999-06-13,"79 Dizengoff St, Beersheba",524352514,N,Oxygen Tank
733226714,Esther,Harari,F,1956-07-08,"70 Ben Gurion St, Eilat",575170605,N,None
258775091,Amit,Harari,F,1993-11-07,"62 Ben Gurion St, Jerusalem",515853857,N,None
272193302,Leah,Peretz,F,2003-09-17,"47 Ben Gurion St, Eilat",554153476,Y,Wheelchair
377899807,Moshe,Shalom,M,1995-01-11,"28 Ben Gurion St, Tel Aviv",544033560,N,None
494804448,Noa,Cohen,F,1978-05-21,"5 Herzl St, Eilat",574942614,Y,Wheelchair
463857918,Leah,Mizrahi,F,1986-05-14,"6 Ben Gurion St, Haifa",536624884,N,None
822970399,Noa,Harari,F,1951-05-21,"77 Ben Gurion St, Haifa",528591606,N,Guide Dog
348914405,Moshe,Cohen,M,1980-09-25,"61 Herzl St, Beersheba",565040649,N,None
606515031,Noa,Levi,F,2001-01-25,"35 Dizengoff St, Tel Aviv",545406462,Y,Wheelchair
360443298,Yosef,Mizrahi,M,1965-09-10,"70 Herzl St, Haifa",537652733,N,None
958722701,David,Mizrahi,M,1963-06-09,"7 Herzl St, Eilat",552205602,N,Oxygen Tank
333409051,Rachel,Gabay,F,2000-01-03,"15 Dizengoff St, Haifa",593500101,Y,Wheelchair
298404492,Noa,Ohayon,F,1984-11-25,"96 Dizengoff St, Jerusalem",531786751,Y,Wheelchair
362385152,David,Shalom,M,1970-05-19,"47 Jabotinsky St, Jerusalem",573659465,N,Guide Dog
805876988,Yosef,Ohayon,M,1965-05-15,"37 Ben Gurion St, Eilat",583492777,N,None
563027137,Yosef,Cohen,M,2001-06-05,"34 Herzl St, Beersheba",593426176,Y,Wheelchair
135084311,Esther,Shalom,F,1965-09-23,"15 Herzl St, Beersheba",546114200,Y,Wheelchair
899936576,Yaakov,Mizrahi,M,1957-06-01,"44 Dizengoff St, Eilat",559168544,N,None
915339436,David,Azoulay,M,1988-02-16,"46 Ben Gurion St, Eilat",511769032,N,Oxygen Tank
358867112,Noa,Shalom,F,1980-10-04,"1 Dizengoff St, Eilat",572178888,Y,Wheelchair
596928327,David,Gabay,M,1970-03-06,"78 Herzl St, Tel Aviv",576403270,N,Oxygen Tank
871004539,Leah,Cohen,F,1996-02-21,"45 Ben Gurion St, Tel Aviv",598098979,Y,Wheelchair
469589167,Amit,Ohayon,F,2009-10-12,"80 Ben Gurion St, Tel Aviv",575149809,N,Oxygen Tank
760208651,Rachel,Peretz,F,1983-12-07,"19 Ben Gurion St, Tel Aviv",538288411,N,Guide Dog
251420151,Miriam,Biton,F,1985-05-15,"97 Dizengoff St, Beersheba",541796029,N,None
177702985,Miriam,Gabay,F,1965-11-03,"63 Ben Gurion St, Haifa",543681203,Y,Wheelchair
303722231,Amit,Mizrahi,F,1998-03-02,"33 Dizengoff St, Tel Aviv",567589391,Y,Wheelchair
299085717,David,Cohen,M,1993-05-18,"21 Herzl St, Beersheba",515863317,Y,Wheelchair
434477925,Miriam,Azoulay,F,2005-02-07,"5 Herzl St, Beersheba",537405106,N,Oxygen Tank
836771587,Yosef,Azoulay,M,2010-08-22,"22 Ben Gurion St, Haifa",524272379,N,None
727330871,Leah,Shalom,F,1989-12-15,"1 Jabotinsky St, Haifa",548065390,N,Guide Dog
789677587,Leah,Ohayon,F,1971-10-22,"42 Ben Gurion St, Beersheba",512816406,Y,Wheelchair
282408614,Amit,Biton,F,1984-09-01,"9 Dizengoff St, Jerusalem",592282889,N,None
855172589,Miriam,Shalom,F,1954-12-14,"58 Ben Gurion St, Jerusalem",599143734,Y,Wheelchair
185144803,Yaakov,Peretz,M,1961-04-25,"86 Ben Gurion St, Eilat",502847544,N,Oxygen Tank
966268273,David,Peretz,M,1976-08-16,"5 Jabotinsky St, Beersheba",533977869,N,None
777188208,Moshe,Peretz,M,1968-07-07,"90 Herzl St, Haifa",563703542,Y,Wheelchair
433513336,Miriam,Harari,F,1983-11-21,"84 Dizengoff St, Jerusalem",504702939,N,None
560347583,Noa,Biton,F,1984-10-21,"71 Jabotinsky St, Eilat",583373259,N,None
331181020,Yaakov,Levi,M,1989-06-21,"5 Ben Gurion St, Jerusalem",567700454,Y,Wheelchair
254630730,Leah,Biton,F,1975-08-04,"5 Jabotinsky St, Eilat",558545739,Y,Wheelchair
490061917,Yosef,Harari,M,1967-07-23,"25 Herzl St, Beersheba",595949795,Y,Wheelchair
797776394,Moshe,Ohayon,M,1964-12-06,"48 Herzl St, Haifa",525476388,Y,Wheelchair
180510182,Esther,Gabay,F,1951-12-13,"70 Jabotinsky St, Tel Aviv",533613632,N,None
726107543,Rachel,Ohayon,F,2000-08-05,"94 Ben Gurion St, Beersheba",534950229,Y,Wheelchair
116338238,Miriam,Ohayon,F,1973-09-19,"100 Dizengoff St, Jerusalem",552008279,N,Guide Dog
